tweet_id,date,text,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,hashtags,source,is_retweet
1.47058E+18,2021-12-14 02:30:00+00:00,"30 Minutes to #CyberChill
@StonerBrewingCo joins @CyberWonton and I as we post mortem last weeks AWS crash, Log4j updates, and your usual cyberfuckery abounds.

Come join us!

https://t.co/sukikhLO2i https://t.co/JiAZPeolIi",Ordy Packard's Holiday Yule Log Emporium,Behind a Circle K w/  your mom,I'm just a slow emotion replay of somebody I used to be.,2021-04-19 22:38:25+00:00,7457,2488,122529,['CyberChill'],Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:30:00+00:00,@FadedNick @ConsultingCso No evidence that log4j is used by the tire.,{…} A Ray In A Manger—IBM Z Ch.🕎🎄🎅🏽 💉💉💉🦠🔫,"Roseville, CA",#ADHD 💩posting sw eng @tridentservices—HLASM/C/Rexx/COBOL/more—IBM Z Champ—BS2000/OSD—2 GRs—SHARE LANG Prj Mgr—he/il/él/er—my💩posts & ur NFTs sont tous miens,2008-11-05 15:32:50+00:00,2111,5001,374671,,Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:29:34+00:00,INVESTIGATING: MEL Technologies is investigating systems potentially affected by the recently announced Log4j vulnerability. Internal systems and webstream services may experience intermittent interruptions while repairs proceed.,MEL Technologies,Minneapolis-St. Paul,Technology update page for the Media Entertainment Lab at University of Northwestern - St. Paul,2020-04-10 20:09:58+00:00,5,9,5,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:29:29+00:00,"@Jack_Beitz I've been sharing this one Jack

https://t.co/Gf07jQp4SO",kmartino,Philly,"Programmer, seeker of connection/sci/culture/smart application of tech & process/music/community & family. Hopepunk/We’re bigger on the inside/Be Kind! he/him.",2008-08-14 13:45:40+00:00,1067,1763,39993,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:29:22+00:00,Why is log4j doing anything other than printing stuff to files?,Vinay,Bangalore,"IT and Tech, national policy, misc
Orgs - Samanvay Foundation, Takshashila Institution",2009-07-07 23:18:32+00:00,176,295,182,,Twitter for Android,FALSE
1.47058E+18,2021-12-14 02:29:20+00:00,@jkbckr I find no explanation except that log4j is using eval...,Mo,UTC-5/UTC-4,ambitiose sed lassum  | #Infosec (not exclusively) |Lang: 🇲🇦🇬🇧🇩🇪🇫🇷🇳🇴 | https://t.co/cvTTjGwZTz | alt: @blaubaron_,2017-11-28 15:40:34+00:00,668,764,3862,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:29:18+00:00,#Log4j is like an onion the more layers you peal back the worse it gets #infosec #CyberSecurity #Log4Shell,Ally Frame,Cyber Space,Just a person trying to keep up with the security world. Opinions are my own. 🏳️‍🌈,2011-07-14 19:01:31+00:00,201,272,1230,"['Log4j', 'infosec', 'CyberSecurity', 'Log4Shell']",Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:28:49+00:00,The Log4j vulnerability that’s shaking up the Internet explained as simply as I could. https://t.co/ZsxOpwUfBr,Arnab Ray,USA,"Author of 6 non-award-winning books. Host of The Attention Pliss podcast (https://t.co/nIWpQF6fdF). Father. Ok-type human being.Opinions own, not employers’.",2009-01-08 00:21:06+00:00,36616,143,12857,,Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:28:26+00:00,@DAkacki Log4j and the benefit of temporarily closing  ports 389 and 636. And just overall implementing identity and access management best practices in other cases.,Jasmine | JASinBits 🦋,"Washington, DC",📚M.S. IT Mgmt. & CyberSec. Class of '23 | Emerging GRC Sec. Analyst 📑| #GRC #Privacy #Risk #Policy #Audit | Avid Researcher🔎 #WiCyS #ISACA,2021-07-19 13:35:26+00:00,159,784,1183,,Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:28:15+00:00,"@NathanMcNulty @sirsquishy79 @kapsi_r @JRoosen it's already being used in the wild together with log4j apparently:

https://t.co/tvIZLgZl6L",Charlie Clark,,,2010-01-26 13:43:33+00:00,1999,1068,646,,Twitter for Android,FALSE
1.47058E+18,2021-12-14 02:27:54+00:00,"Benefits of Shark Campaign👇👇
1) Get Free 10$ On Signup(5$ For Social Task + 5$ For Trade Task) 
1) Per Invite Get 1$ (No Limit)
2) Chance to Win iPhone
3) And also get 10$ Bonus on Signup Bybit Account when you make you first deposit and trade
#log4j  @Bybit_Official  #Crypto",Msd'ian,,#BITCOIN,2019-02-17 17:39:11+00:00,45,130,977,,Twitter for Android,FALSE
1.47058E+18,2021-12-14 02:27:51+00:00,@devonbl She’s probably off hiding from the log4j cve,Marco Carini,"Milwaukee, WI",Software Engineer @  - UW Madison Alumni,2018-05-31 22:29:30+00:00,185,286,10610,,Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:27:30+00:00,How long before we start spotting log4j payloads as physical QR codes out in the wild? 🤔,REDACTED INDIVIDUAL ONE 🏳️‍🌈👨🏻‍💻,Maryland,Geek. Security researcher. 🏳️‍🌈👨🏻‍💻 (he/him),2010-04-02 03:03:14+00:00,83,489,1866,,Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:27:08+00:00,"@rickhanlonii @violetblue And yet, this still isn’t as ridiculous as the anti-vax stance because log4j isn’t contagious.",Rogue Shoten,,"Just your average 40-something motorcycling, mountain-biking, rave-attending cybersecurity professional. Plus, I use the F Word a lot.",2015-08-06 15:32:55+00:00,72,177,2913,,Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:27:01+00:00,"ZDNet: ""Security company offers Log4j 'vaccine' for systems that can't be updated immediately"" https://t.co/xNdtdCzIml",Evan Kohlmann,"New York, NY","NBC News Analyst / Co-founder @FlashpointIntel
Terrorism, Extremist Groups, Cyberintelligence, and the Dark Web.  
Contact me on Telegram: @ekohlmann",2009-03-27 18:14:36+00:00,24648,32,565,,timeline_manager,FALSE
1.47058E+18,2021-12-14 02:26:30+00:00,@thebearablebull @MoonLamboio @WorkingMoneyCH  check out the Java script hack. It seems serious. Maybe this is what Klaus Schwab was talking about when he said their would be a major hack. https://t.co/csscK5bKrm,ak47monster,Oklahoma,Meme lord I’m also into crypto. I studied Memeology at the University of IFunny for 7years. Studied Ripple at the University of YouTube. I did not graduate.,2021-05-27 06:47:54+00:00,161,753,5344,,Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:26:24+00:00,"@FrankMcG Coming soon, a new log4j v2 exploit behind paywalls",StopForumSpam 🇭🇰,In The Cloud,"helping 300,000 forum, blog and site administrators keep the spam away for 15 years now... for free!!!  nothing beats free!!  Often copied, never properly 🇭🇰",2010-08-10 21:42:14+00:00,1208,683,2164,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:25:19+00:00,Intrusion Detection can also detect exploitation of the vulnerability and surface those to Security Command Center. If you haven't looked at SCC I recommend you check it out. https://t.co/XR9dHCXwjL,Ian Lewis 💉💉,🗼🇯🇵,Taking a semi-break from Twitter.,2008-02-06 01:41:56+00:00,6810,357,24212,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:25:17+00:00,@thesaigonbabe @Cannibal @neo4j Log4j is java software that logs events during execution. Neo4j is a database software for graph-structured data,"Woke Karen, Regional Mgr of Logistics at ANTIFA HQ",Toronto,Sweetie ~*I am*~ the manager,2019-11-15 00:55:42+00:00,46,93,27668,,Twitter for Android,FALSE
1.47058E+18,2021-12-14 02:25:04+00:00,‘Less obvious’ uses of Log4j pose a major risk - VentureBeat https://t.co/bcyirhUKrL,Zero Trust,,🚫 Z E R O  T R U S T 🚫 Twitter feed for all #zerotrust news and #cybersecurity industry chatter.,2021-10-27 21:21:58+00:00,44,188,6,,dlvr.it,FALSE
1.47058E+18,2021-12-14 02:24:53+00:00,Log4j ruining my life rn,6.5-Peak HP Wet/Dry Shop Vacuum,"Toronto, Ontario",my gut is bigger than my future,2017-08-07 15:45:29+00:00,41,97,2534,,Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:24:51+00:00,"Is it wrong to use a log4j exploit as a password?

I mean, passwords shouldn't be coming anywhere near logging code... right?",Colin Percival,"Burnaby, BC, Canada","Computer Scientist, FreeBSD Security Officer Emeritus, AWS Hero, and author of Tarsnap.",2008-11-16 22:11:16+00:00,13973,37,1073,,Twitter for Android,FALSE
1.47058E+18,2021-12-14 02:24:33+00:00,"Create a jar file with the modified class:

jar cvf log4j-fix.jar -C target org/",Seshu Pasam,Westford MA,#architect #security #cloud #saas #iam #microservices #ops,2009-04-25 03:47:19+00:00,186,250,764,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:24:20+00:00,"Compile the class using log4j2 core jar. 2.0 is what I used. You can find this in https://t.co/JZonopKU92 or other repos:

javac -cp log4j-core-2.0.jar -d target https://t.co/VP07r4Yj5K",Seshu Pasam,Westford MA,#architect #security #cloud #saas #iam #microservices #ops,2009-04-25 03:47:19+00:00,186,250,764,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:24:20+00:00,"Just realizing why the internet is going crazy over log4j. Not having worked in backend for 6 years now, I thought log4j dropped a super cool new feature of sorts, not that it took down minecraft.",∆,IL,"Avoiding Airbnb linting rules since 2019

""I'm a hacker, not a slacker"" - Johnny Depp

dev
vr lover
jr. jungle producer
anti-hero skateboards fan",2009-04-24 23:47:16+00:00,65,287,9908,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:24:11+00:00,@XRP_OWL We will see how log4j JavaScript hack plays out,ak47monster,Oklahoma,Meme lord I’m also into crypto. I studied Memeology at the University of IFunny for 7years. Studied Ripple at the University of YouTube. I did not graduate.,2021-05-27 06:47:54+00:00,161,753,5344,,Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:23:56+00:00,I don't think the makers of the #log4j RCE /quite/ realize the ripple effect this will have on the economy lol. Very accelerationist in the worst &amp; best sense,@𝚗𝚘 𝚒𝚍𝚎𝚗𝚝𝚍,Laniakea,Transfinitely Recursive De-referencing Cellular Automata. Twitter filters=off. Certain & guaranteed reaction. Give OPMLs to me. Likely acts on deletion requests,2012-02-02 14:24:02+00:00,507,5001,7443,['log4j'],Twitter for Android,FALSE
1.47058E+18,2021-12-14 02:23:44+00:00,"@GossiTheDog Have found this to be a very good resource listing vendors etc

https://t.co/YwYY4jKOc9",Damo,"Perth, Australia","Just a bloke that loves music, sport, Carlton, drinking and good times. Guitarist for @ArkarionBand ...check us out!",2009-04-22 02:04:02+00:00,95,269,1417,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:23:39+00:00,Particularly high bang for the buck is the Cloud Armor rules that can be applied at the load balancer. I'd consider it only a temporary or partial mitigation but it can be done quickly without upgrading any software. https://t.co/r2GYORoAfE,Ian Lewis 💉💉,🗼🇯🇵,Taking a semi-break from Twitter.,2008-02-06 01:41:56+00:00,6810,357,24212,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:23:35+00:00,"Day 41 of #100DaysOfInfoSec

Thank you to everyone who has been working tirelessly to stop the internet from being on 🔥

More learning about logjs today &amp; came across a helpful visual from the Swiss 🇨🇭

Thank you @GovCERT_CH 

#infosec 
#Infographic 
#log4j 
#Log4Shell 
#log4j2 https://t.co/lCj7Mo8rF0",Meghan Jacquot is chinchillin’ ❄️,,"Cybersecurity Analyst | Cyb3r Tard1s | Speaker #infosec, #cybersecurity, #cloud, #risk | Curious | Chinchillas❣️ | Carpe Diem | She/Her | My opinions are my own",2012-11-17 07:20:53+00:00,437,814,2111,['100DaysOfInfoSec'],Twitter for iPhone,FALSE
1.47058E+18,2021-12-14 02:23:30+00:00,"package org.apache.logging.log4j.core.lookup;

import org.apache.logging.log4j.core.LogEvent;
import org.apache.logging.log4j.core.config.plugins.Plugin;

@Plugin(name = ""jndi"", category = ""Lookup"")
public class JndiLookup implements StrLookup {",Seshu Pasam,Westford MA,#architect #security #cloud #saas #iam #microservices #ops,2009-04-25 03:47:19+00:00,186,250,764,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:23:14+00:00,Google Cloud recommendations for investigating and responding to the Apache “Log4j 2” vulnerability (CVE-2021-44228) https://t.co/LWNtATfnT1 #gcp https://t.co/yUy7nmXX6n,Sarath Boppudi,"Brisbane, Queensland ",Data Strategist & Cloud Solutions Architect at #BiTQ |  #Brisbane #AI User Group Organiser | #azuresolutionsarchitect and #gcp #googlecloudcertifed Expert,2019-08-14 21:55:53+00:00,65,102,30,,Hootsuite Inc.,FALSE
1.47058E+18,2021-12-14 02:23:09+00:00,Defender for Cloud finds machines affected by Log4j vulnerabilities https://t.co/h8d6TNvD6i,ともなり,品川 28階,日本マイクロソフトでクラウドなどを少々。クラウド関連メディアで原稿を書いたりもしています。投稿される内容は個人的な見解であり所属企業を代表するものではありません。,2010-07-22 22:45:56+00:00,575,352,3909,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:23:08+00:00,"Log4j may be the worst vulnerability yet, says Department of Homeland Security https://t.co/3xzA7L4R9z $AAPL https://t.co/JYQ34TuCc7",MacHash,Designed in California,"Up to the minute Apple news. The best Mac and iOS rumors, apps and more in one feed. #Apple $AAPL From @GlassWaveApps",2012-01-12 05:04:58+00:00,1892,3689,170,,dlvr.it,FALSE
1.47058E+18,2021-12-14 02:22:55+00:00,"The latest update for #LogDNA includes ""What is the #Log4j 2 Vulnerability?"" and ""#DevOps State of Mind Podcast Episode 4: How to Build With Confidence with #LaunchDarkly"".
 
#Monitoring #Logging https://t.co/SVv0DWISDB",OpsMatters,"London, England","The Source for News & Information on Operational Applications & Tools
#OpsMatters #OpsBuzz #TeamRelated #SecuritySenses #SystemsDigest",2018-03-12 14:24:12+00:00,2337,2418,41790,"['LogDNA', 'Log4j', 'DevOps']",opsmatters-curator,FALSE
1.47058E+18,2021-12-14 02:22:37+00:00,https://t.co/fZaZo1fuG6 Ongoing investigation into Apache Log4j 2 vulnerability,PressReleasePoint,,Free Online Press Release Distribution Service For Business,2010-07-14 12:02:43+00:00,1727,1,1,,PressReleasePoint.Com,FALSE
1.47058E+18,2021-12-14 02:22:26+00:00,We're tracking threats taking advantage of the CVE-2021-44228 and helping customers mitigate the impact to their environments from the remote code execution (RCE) vulnerability in #Apache Log4j 2. The latest update and guidance for customers ➡ https://t.co/9iFVICuxlY #GitHub,ReliaQuest,"Tampa, FL","The world's leading brands use ReliaQuest's GreyMatter platform for continuous visibility, automation, and measurement across their security programs.",2009-04-01 19:36:08+00:00,1977,1289,1287,,Sprout Social,FALSE
1.47058E+18,2021-12-14 02:22:03+00:00,"- Hackers have discovered a software vulnerability that allows them to access computers

- The vulnerability is in a program that is used all over the world

- Hackers are exploiting this as we speak, causing some governments to shut services down

https://t.co/0Ch4elFQG5",Mark Slapinski,Toronto,"📰 Political Commentator + Journalist
🕵️ Have a story idea? DMs are open
💉 Vaccines save lives
😷 Masks work",2020-10-03 02:13:36+00:00,2673,1599,17804,,Twitter Web App,FALSE
1.47058E+18,2021-12-14 02:21:02+00:00,"Live A Little, Listen, Chill &amp; Repeat...

https://t.co/q5SVT7kISN

#NowPlaying #Spotify #NewMusic #NewAlbum #musicproduction #AbuDhabiGP #log4j #MissUniverse #NFTCommunity #Verstappen #ChampionsLeague #pakvsWi #OmicronVirus #UFC269 #Yellowjackets #TirageLDC #LFC",Music Matters,Liverpool,Digital Nomad. Playlist Curator. Entrepreneur. Music Jedi.,2020-01-24 12:13:29+00:00,3584,2550,5096,"['NowPlaying', 'Spotify', 'NewMusic', 'NewAlbum']",Twittimer,FALSE
1.47058E+18,2021-12-14 02:20:41+00:00,Google Cloud has done a lot of work to help mitigate the log4j security issue. It's pretty GCP focused but some of the top recommendations are summarized here: https://t.co/PxCzXN8QWw,Ian Lewis 💉💉,🗼🇯🇵,Taking a semi-break from Twitter.,2008-02-06 01:41:56+00:00,6810,357,24212,,Twitter Web App,FALSE
